Category,Level1,Level2,Level3,Level4,Level5,Federal,,GovXFer,State,Local,Total
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),27.827,b,,,,27.827
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),49.731,b,,,,49.731
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),8.813,b,,,,8.813
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),4.518,b,,,,4.518
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),29.464,b,,,,29.464
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),1.738,b,,,,1.738
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),3.228,b,,,,3.228
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),6.95,b,,,,6.95
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),1.26,b,,,,1.26
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),0.129,b,,,,0.129
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),0.964,b,,,,0.964
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),6.186,b,,,,6.186
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),0.07,b,,,,0.07
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),7.753,b,,,,7.753
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),2.669,b,,,,2.669
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),0.432,b,,,,0.432
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),1.06,b,,,,1.06
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),0.108,b,,,,0.108
#NAME?,Defense,Military defense,Atomic energy defense activities (053),Atomic energy defense activities (053),Atomic energy defense activities (053),0.055,b,,,,0.055
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),-0.06,b,,,,-0.06
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),5.041,b,,,,5.041
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.06,b,,,,0.06
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.06,b,,,,0.06
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),67.179,b,,,,67.179
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),-67.179,b,,,,-67.179
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),-3.633,b,,,,-3.633
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),3.633,b,,,,3.633
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.184,b,,,,0.184
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.342,b,,,,0.342
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),1.259,b,,,,1.259
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.066,b,,,,0.066
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.514,b,,,,0.514
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.054,b,,,,0.054
#NAME?,Defense,Military defense,Defenserelated activities (054),Defenserelated activities (054),Defenserelated activities (054),0.553,b,,,,0.553
#NAME?,Defense,Civil defense,,,,0,,0,0,0,0
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),-0.069,b,,,,-0.069
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),0.221,b,,,,0.221
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),0.105,b,,,,0.105
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),59.386,b,,,,59.386
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),4.914,b,,,,4.914
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),1.081,b,,,,1.081
#NAME?,Defense,Veterans,Income security for veterans (701),Income security for veterans (701),Income security for veterans (701),0.053,b,,,,0.053
#NAME?,Defense,Veterans,"Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)",0.066,b,,,,0.066
#NAME?,Defense,Veterans,"Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)",-0.264,b,,,,-0.264
#NAME?,Defense,Veterans,"Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)",0.428,b,,,,0.428
"---Contributions from Military Personnel, Veteran's Educational Assistance Act of 1984",Defense,Veterans,"Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)",-0.139,b,,,,-0.139
#NAME?,Defense,Veterans,"Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)","Veterans education, training, and rehabilitation (702)",13.716,b,,,,13.716
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),-0.759,b,,,,-0.759
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),-0.188,b,,,,-0.188
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),-1.917,b,,,,-1.917
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),-0.057,b,,,,-0.057
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),5.637,b,,,,5.637
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),0.765,b,,,,0.765
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),42.775,b,,,,42.775
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),0.573,b,,,,0.573
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),5.282,b,,,,5.282
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),0.08,b,,,,0.08
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),0.945,b,,,,0.945
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),0.421,b,,,,0.421
#NAME?,Defense,Veterans,Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),Hospital and medical care for veterans (703),0.074,b,,,,0.074
#NAME?,Defense,Veterans,Veterans housing (704),Veterans housing (704),Veterans housing (704),-0.083,b,,,,-0.083
#NAME?,Defense,Veterans,Veterans housing (704),Veterans housing (704),Veterans housing (704),0.158,b,,,,0.158
#NAME?,Defense,Veterans,Veterans housing (704),Veterans housing (704),Veterans housing (704),0.186,b,,,,0.186
#NAME?,Defense,Veterans,Other veterans benefits and services (705),Other veterans benefits and services (705),Other veterans benefits and services (705),0.074,b,,,,0.074
#NAME?,Defense,Veterans,Other veterans benefits and services (705),Other veterans benefits and services (705),Other veterans benefits and services (705),0.253,b,,,,0.253
#NAME?,Defense,Veterans,Other veterans benefits and services (705),Other veterans benefits and services (705),Other veterans benefits and services (705),2.501,b,,,,2.501
#NAME?,Defense,Veterans,Other veterans benefits and services (705),Other veterans benefits and services (705),Other veterans benefits and services (705),3.716,b,,,,3.716
#NAME?,Defense,Veterans,Other veterans benefits and services (705),Other veterans benefits and services (705),Other veterans benefits and services (705),0.11,b,,,,0.11
#NAME?,Defense,Veterans,Other veterans benefits and services (705),Other veterans benefits and services (705),Other veterans benefits and services (705),-0.1,b,,,,-0.1
--Current Operations - Veterans Bonuses (Disc. 2005) (E84),Defense,Veterans,Current Operations  Veterans Bonuses (Disc. 2005) (E84),Current Operations  Veterans Bonuses (Disc. 2005) (E84),Current Operations  Veterans Bonuses (Disc. 2005) (E84),0,,0,0,0,0
--Current Operations - State Veterans' Services (E85),Defense,Veterans,Current Operations  State Veterans' Services (E85),Current Operations  State Veterans' Services (E85),Current Operations  State Veterans' Services (E85),0,g,0,0.4,0,0.4
--Construction - State Veterans' Services (F85),Defense,Veterans,Construction  State Veterans' Services (F85),Construction  State Veterans' Services (F85),Construction  State Veterans' Services (F85),0,g,0,0.1,0,0.1
--Other Capital Outlay - State Veterans' Services (G85),Defense,Veterans,Other Capital Outlay  State Veterans' Services (G85),Other Capital Outlay  State Veterans' Services (G85),Other Capital Outlay  State Veterans' Services (G85),0,g,0,0.6,0,0.6
#NAME?,Defense,Veterans,Assistance and Subsidies  Other Veterans Services (J85),Assistance and Subsidies  Other Veterans Services (J85),Assistance and Subsidies  Other Veterans Services (J85),0,g,0,0.1,0,0.1
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),0.416,b,,,,0.416
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),5.949,b,,,,5.949
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),0.604,b,,,,0.604
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),0.104,b,,,,0.104
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),6.556,b,,,,6.556
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),0.64,b,,,,0.64
#NAME?,Defense,Foreign military aid,International security assistance (152),International security assistance (152),International security assistance (152),-0.173,b,,,,-0.173
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),2.836,b,,,,2.836
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),8.693,b,,,,8.693
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.149,b,,,,0.149
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),1.606,b,,,,1.606
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.081,b,,,,0.081
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.193,b,,,,0.193
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.062,b,,,,0.062
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.399,b,,,,0.399
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.134,b,,,,0.134
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.102,b,,,,0.102
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),1.357,b,,,,1.357
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.214,b,,,,0.214
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.316,b,,,,0.316
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.218,b,,,,0.218
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.185,b,,,,0.185
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.183,b,,,,0.183
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),1.314,b,,,,1.314
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.062,b,,,,0.062
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),2.365,b,,,,2.365
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.08,b,,,,0.08
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.916,b,,,,0.916
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.059,b,,,,0.059
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.137,b,,,,0.137
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.576,b,,,,0.576
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),-0.344,b,,,,-0.344
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.054,b,,,,0.054
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),-0.1,b,,,,-0.1
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),-0.175,b,,,,-0.175
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.061,b,,,,0.061
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.375,b,,,,0.375
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),1.484,b,,,,1.484
"---Expenses, Public Law 480, Foreign Assistance Programs, Agriculture Liquidating Account",Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),-0.276,b,,,,-0.276
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),1.437,b,,,,1.437
#NAME?,Defense,Foreign economic aid,International development and humanitarian assistance (151),International development and humanitarian assistance (151),International development and humanitarian assistance (151),0.202,b,,,,0.202
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),-0.286,b,,,,-0.286
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),2.05,b,,,,2.05
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),1.569,b,,,,1.569
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),10.852,b,,,,10.852
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),0.082,b,,,,0.082
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),0.071,b,,,,0.071
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),0.276,b,,,,0.276
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),0.13,b,,,,0.13
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),1.287,b,,,,1.287
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),0.286,b,,,,0.286
#NAME?,Defense,Foreign economic aid,Conduct of foreign affairs (153),Conduct of foreign affairs (153),Conduct of foreign affairs (153),0.083,b,,,,0.083
#NAME?,Defense,Foreign economic aid,Foreign information and exchange activities (154),Foreign information and exchange activities (154),Foreign information and exchange activities (154),0.135,b,,,,0.135
#NAME?,Defense,Foreign economic aid,Foreign information and exchange activities (154),Foreign information and exchange activities (154),Foreign information and exchange activities (154),0.652,b,,,,0.652
#NAME?,Defense,Foreign economic aid,Foreign information and exchange activities (154),Foreign information and exchange activities (154),Foreign information and exchange activities (154),0.717,b,,,,0.717
#NAME?,Defense,Foreign economic aid,International financial programs (155),International financial programs (155),International financial programs (155),-0.296,b,,,,-0.296
#NAME?,Defense,Foreign economic aid,International financial programs (155),International financial programs (155),International financial programs (155),-27.743,b,,,,-27.743
#NAME?,Defense,Foreign economic aid,International financial programs (155),International financial programs (155),International financial programs (155),30.867,b,,,,30.867
#NAME?,Defense,Foreign economic aid,International financial programs (155),International financial programs (155),International financial programs (155),-0.403,b,,,,-0.403
#NAME?,Defense,Foreign economic aid,International financial programs (155),International financial programs (155),International financial programs (155),-0.364,b,,,,-0.364
--International cooperation (156),Defense,Foreign economic aid,International cooperation (156),International cooperation (156),International cooperation (156),0,,0,0,0,0
-R&D Defence,Defense,R&D Defence,,,,0,,0,0,0,0
--Defense Overseas Contingency Operations (059),Defense,Defence n.e.c.,Defense Overseas Contingency Operations (059),Defense Overseas Contingency Operations (059),Defense Overseas Contingency Operations (059),0,,0,0,0,0
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),0.1,b,,,,0.1
"---Funds for Strengthening Markets, Income, and Supply (section 32)",Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),1.044,b,,,,1.044
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),7.034,b,,,,7.034
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),75.716,b,,,,75.716
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),0.254,b,,,,0.254
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),0.146,b,,,,0.146
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),7.427,b,,,,7.427
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),19.768,b,,,,19.768
#NAME?,Welfare,Family and children,Food and nutrition assistance (605),Food and nutrition assistance (605),Food and nutrition assistance (605),0.191,b,,,,0.191
"--Current Operations - Welfare, Federal Categorical Assistance Programs (Disc. 2005) (E67)",Welfare,Family and children,"Current Operations  Welfare, Federal Categorical Assistance Programs (Disc. 2005) (E67)","Current Operations  Welfare, Federal Categorical Assistance Programs (Disc. 2005) (E67)","Current Operations  Welfare, Federal Categorical Assistance Programs (Disc. 2005) (E67)",0,,0,0,0,0
"--Current Operations - Welfare, Cash Assistance - Other (Disc. 2005) (E68)",Welfare,Family and children,"Current Operations  Welfare, Cash Assistance  Other (Disc. 2005) (E68)","Current Operations  Welfare, Cash Assistance  Other (Disc. 2005) (E68)","Current Operations  Welfare, Cash Assistance  Other (Disc. 2005) (E68)",0,,0,0,0,0
#NAME?,Welfare,Family and children,"Assistance and Subsidies  Public Welfare, Federal Categorical Assistance Programs (J67)","Assistance and Subsidies  Public Welfare, Federal Categorical Assistance Programs (J67)","Assistance and Subsidies  Public Welfare, Federal Categorical Assistance Programs (J67)",0,g,0,7.6,9.3,16.9
#NAME?,Welfare,Family and children,"Assistance and Subsidies  Public Welfare, Cash Assistance Programs  Other (J68)","Assistance and Subsidies  Public Welfare, Cash Assistance Programs  Other (J68)","Assistance and Subsidies  Public Welfare, Cash Assistance Programs  Other (J68)",0,g,0,6.8,2.6,9.4
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),-1.16,b,,,,-1.16
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),-19.351,b,,,,-19.351
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),19.351,b,,,,19.351
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),0.379,b,,,,0.379
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),0.521,b,,,,0.521
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),1.591,b,,,,1.591
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),1.469,b,,,,1.469
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),0.766,b,,,,0.766
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),73.742,b,,,,73.742
#NAME?,Welfare,Unemployment,Unemployment compensation (603),Unemployment compensation (603),Unemployment compensation (603),0.1,b,,,,0.1
#NAME?,Welfare,Unemployment,Federal Intergovernmental  Employment Security Administration (B22),Federal Intergovernmental  Employment Security Administration (B22),Federal Intergovernmental  Employment Security Administration (B22),0,g,-5.5,0,0,-5.5
#NAME?,Welfare,Unemployment,Current Operations  Social Insurance Administration (E22),Current Operations  Social Insurance Administration (E22),Current Operations  Social Insurance Administration (E22),0,g,0,5.2,0,5.2
#NAME?,Welfare,Unemployment,Construction  Social Insurance Administration (F22),Construction  Social Insurance Administration (F22),Construction  Social Insurance Administration (F22),0,g,0,0,0,0
#NAME?,Welfare,Unemployment,Other Capital Outlay  Social Insurance Administration (G22),Other Capital Outlay  Social Insurance Administration (G22),Other Capital Outlay  Social Insurance Administration (G22),0,g,0,0,0,0
#NAME?,Welfare,Unemployment trust,Unemployment Compensation  Benefit Payments (Y05),Unemployment Compensation  Benefit Payments (Y05),Unemployment Compensation  Benefit Payments (Y05),0,g,0,27.4,0.1,27.5
#NAME?,Welfare,Unemployment trust,Unemployment Compensation  Extended and Special Payments (Y06),Unemployment Compensation  Extended and Special Payments (Y06),Unemployment Compensation  Extended and Special Payments (Y06),0,g,0,48.1,0.2,48.2
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.183,b,,,,0.183
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-1.575,b,,,,-1.575
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.168,b,,,,0.168
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.309,b,,,,0.309
---Special Workers' Compensation Expenses,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.147,b,,,,0.147
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-0.057,b,,,,-0.057
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-0.106,b,,,,-0.106
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.469,b,,,,0.469
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-0.469,b,,,,-0.469
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.554,b,,,,0.554
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.544,b,,,,0.544
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-0.211,b,,,,-0.211
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-3.837,b,,,,-3.837
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-0.485,b,,,,-0.485
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),6.887,b,,,,6.887
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-1.983,b,,,,-1.983
